"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month","age_group"
50000,2,2,2,0,0,-1,0,0,0,50521,50466,49821,43945,29669,28469,1649,11046.125,1884,1023,1173,1193,"0",30
60000,1,3,2,0,0,0,0,0,0,56387,57648,59521,58637,38490,38492,2200,2805,1764,1356,1500,1523,"0",20
20000,1,1,2,-1,-1,-1,2,0,0,3302,0,679,679,5679,7570,0,5774.39123540435,0,5000,2000,0,"0",20
260000,2,2,1,0,0,0,0,2,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8400,8800,10968.125,0,8000,10252.5,"0",40
460000,2,1,2,0,0,0,0,0,0,51154.1449567723,93634,111899,132543.5,122749,120258,6000,11046.125,10968.125,9000,9970.625,10000,"0",30
280000,2,1,2,0,2,0,-1,-1,2,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146,"0",20
5e+05,2,1,2,-1,-1,-1,-1,0,-1,4677,6187,4775,31188,5827,3637,6187,4775,10968.125,0,4119,7390,"0",30
165962.731341129,2,2,2,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,10968.125,9386,9970.625,10252.5,"1",20
230000,1,2,2,-1,-1,-1,-1,-1,-1,396,396,396,396,396,546,396,396,396,396,546,396,"0",20
220000,1,1,1,-1,-1,-1,-1,-1,-1,3455,11997,5874,416,416,416,11165.625,5874,416,416,416,416,"0",40
10000,1,2,1,3,2,2,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,"1",40
20000,2,2,2,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,"0",20
80000,2,1,1,-1,-1,-2,-2,-1,-1,1000,0,0,0,490,707,0,0,0,490,707,450,"1",30
30000,2,2,3,1,-2,-2,-2,-1,0,0,0,0,0,20363,20819,0,0,0,10039.875,784,4000,"0",50
50000,2,2,2,0,0,0,0,0,0,18293,19301,20338,22486,22932,23413,5468.02654356607,1352,2500,820,850,855,"0",20
240000,2,2,1,-1,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,7500,1323,329,9228,7776,4747.58493012534,635,"0",40
70000,1,1,2,0,0,0,-1,0,0,35666,18116,18397,17262,24921,0,5000,11046.125,10968.125,10039.875,0,10252.5,"0",20
240000,1,2,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10003,10009,10014,8500,9970.625,8000,"0",30
90000,2,1,2,0,0,0,0,0,0,13141,14526,15482,18219,22737,23387,1600,1500,3000,5000,1020,764,"1",20
220000,1,1,2,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,"0",30
160000,2,2,1,1,2,0,0,0,2,46835,45781,47040,47807,50711,40166,0,2000,1700,3550,0,2000,"0",20
330000,2,3,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,10691,10373,7901,5328,5061,"0",20
310000,1,2,2,0,0,0,0,0,0,124617,126982,125072,126416,122749,120258,6015,5006,5006,10004,8007,5017,"0",30
20000,1,3,1,1,2,2,-2,-2,-2,10474,10000,0,0,0,0,0,0,0,0,0,0,"1",50
150000,2,3,2,0,0,0,0,0,0,6319,8190,6686,7686,4526,65839,2000,1000,1000,0,9970.625,10252.5,"0",20
290000,2,2,2,0,0,0,0,0,0,25530,37737,29636,24104,33814,32530,11165.625,1539,1290,10000,5000,3000,"0",30
150000,2,1,2,0,0,0,0,0,0,82559,84681,87308,89316,91458,89063,3500,4000,3500,3500,3500,3500,"0",20
290000,1,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,8503,9047,9003,10014,"0",40
260000,1,1,2,1,2,0,0,2,0,149124,145333,145766.25,132543.5,122749,120258,0,6910,10968.125,0,5847,5873,"1",30
230000,2,1,2,-2,-2,-2,-2,-2,-2,0,0,846,846,0,846,0,846,846,0,846,500,"0",30
5e+05,2,2,1,0,-1,0,0,-1,0,2343,4666,3492,3008,16871,19188,4695,2506,2015,10039.875,5013,8031,"0",30
5e+05,1,2,1,0,0,0,-1,0,0,59372,49677,49515,42568,48268,51481,10026,7241,10968.125,10039.875,5078,2132,"0",30
10000,2,2,2,0,0,0,0,0,0,8509,9228,9821,9495,9469,10191,1400,1300,350,500,1650,0,"0",30
90000,1,2,2,0,0,0,0,0,0,17621,18718,19809,20874,21228,21736,1700,1700,1700,1000,1000,1000,"0",30
30000,2,2,1,0,0,0,0,0,0,15455,6570,11000,12460,28778,24244,2000,5000,2000,10039.875,1500,2000,"0",20
150000,2,2,2,0,0,0,0,0,0,84357,86398,64763,66093,62568,63828,2841,3000,1839,1773,1792,1846,"0",20
240000,2,1,2,-1,-1,-1,-1,-1,-1,1356,326,326,326,476,326,326,326,326,476,326,3926,"0",20
150000,1,2,2,0,0,0,-2,-2,-2,157051,151902.875,0,0,0,0,8566,1500,0,0,0,0,"0",20
210000,1,1,2,-1,-1,-1,-1,0,0,4830,0,1000,15385,20302,25112,0,1000,10968.125,5302,5112,4213,"0",30
1e+05,1,2,2,2,0,0,-2,-2,-1,97614,50976,-212,-212,-212,138,3000,0,0,0,500,500,"1",20
480000,1,2,1,-1,-1,-1,-1,-1,-1,1309,662,645,32636,27552,1428,668,645,10968.125,10039.875,1428,10252.5,"0",30
10000,1,2,2,0,-1,0,-1,-1,-1,1473,3236,4790,390,0,780,5468.02654356607,2000,390,0,780,0,"1",30
280000,1,2,1,0,0,-2,-2,-2,-2,143650,0,0,0,0,0,0,0,0,0,0,0,"0",30
240000,1,1,1,2,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,92788,7001,6180,6000,5951,5285,10252.5,"1",60
1e+05,1,2,2,0,0,0,0,0,0,72610,72596,74331,75491,78244,77478,3500,3500,3000,4000,3000,3000,"0",20
20000,2,3,1,2,3,2,2,3,2,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,"1",30
320000,1,1,1,-1,-1,-1,0,0,-1,3274,86251,14857,12157,8690,4166,11165.625,11046.125,260,43,4186,904,"1",40
130000,2,1,2,-1,-1,-1,0,0,0,790,390,99235,98080,97224,97940,390,11046.125,4368,3449,3713,3610,"0",20
230000,1,1,1,-1,-1,-1,-1,-1,0,1319,770,3465,0,486,634,770,3465,0,486,634,0,"1",30
120000,2,3,1,-1,-1,-1,-1,-1,-1,2386,780,2158,6968,2552,626,1000,2826,5138.90530494406,2620,1000,10252.5,"0",40
1e+05,1,1,2,0,0,2,2,2,2,18185,24932,24246,26839,26109,27686,7100,0,3000,0,2000,0,"1",30
210000,2,1,2,0,0,0,0,0,0,74235,74108,59594,51877,44293,38215,4000,5000,2000,2540,3000,3000,"0",20
50000,2,2,2,2,2,2,0,0,2,5804,6855,6599,6577,7120,6857,1300,0,236,650,0,810,"1",20
5e+05,2,1,1,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,10000,9970.625,10000,"0",30
30000,1,3,2,1,3,2,0,0,0,31405,30588,26860,21165,21281,22938,0,0,1646,762,2000,0,"1",30
160000,2,2,2,1,-1,-1,-1,-1,-1,51154.1449567723,372,47029.2469020173,3298,455,-325,372,0,3305,455,0,0,"0",40
220000,2,1,2,0,2,2,0,0,0,1379,1205,825,1783,1205,1205,705,325,1283,507,705,705,"0",30
50000,1,1,2,-1,-1,-1,-1,-1,-1,390,770,580,1380,0,390,770,590,1400,0,390,390,"1",30
30000,1,2,2,2,2,2,2,2,2,200,200,200,200,200,200,0,0,0,0,0,5312.60666378191,"1",20
50000,2,1,2,-2,-2,-2,-2,-2,-2,780,0,580,-200,300,0,0,580,0,500,0,0,"0",20
180000,2,1,1,0,0,0,0,0,2,149069,151902.875,145766.25,132543.5,122749,120258,7500,8000,9000,4743.77725631769,0,5500,"1",30
160000,2,2,2,2,2,0,0,0,0,152630,95758,97251,98010,99669,101664,0,4385,3639,3762,3800,3897,"1",40
220000,2,1,2,-1,-1,-1,-1,-1,-1,8304,11526,1270,0,1121,500,11165.625,1282,0,1121,500,0,"1",30
50000,1,2,1,0,0,0,0,0,0,46794,49028.0215946844,48062,43076.4560392044,18713,19456,1756,1982,2162,633,1007,627,"0",50
90000,2,5,2,0,0,0,0,0,0,40145,41194,42197,42726,43802,42761,2000,2000,1502,1737,1500,5050,"1",20
80000,2,2,1,1,2,2,2,0,0,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,"0",50
165962.731341129,2,2,1,-2,-2,-2,-2,-2,-2,6829,6460,17154,2729,32550,8509,6719,11046.125,2729,10039.875,9970.625,6943,"0",30
160000,2,1,2,-1,-1,-1,-1,-1,-2,3027,1116,2179,5468,80,1314,1116,2183,5468,80,1314,0,"0",30
290000,2,2,1,1,-2,-2,-2,-2,-2,-70,9540,390,3184,390,390,10000,800,5138.90530494406,390,390,6617,"0",30
70000,2,3,1,0,0,0,0,0,0,51154.1449567723,10577,11129,11650,12997,14322,1176,1196,1185,2000,2000,2000,"0",50
270000,2,2,2,0,0,0,0,0,0,29951,12211,13533,14391,15255,16273,1300,1533,1391,1255,1273,1000,"0",20
50000,2,1,2,2,2,2,2,2,2,31336,32039,32714,32482,33807,34398,1500,1500,600,2000,1300,1500,"0",20
2e+05,2,1,2,1,-1,0,0,-1,-1,0,928,1280,1675,97,138,928,1000,1000,97,138,0,"0",20
260000,1,1,2,1,-1,-1,-1,-1,-1,-1197,49028.0215946844,3780,3202,3754,848,11165.625,3780,3202,4000,848,5795,"0",20
290000,1,1,1,1,-2,-1,-1,0,0,0,0,568,16166,16726,17427,0,568,10968.125,1000,1000,1000,"0",30
50000,2,1,2,-1,0,0,0,-2,0,5310,34105,34536,0,0,0,11165.625,1000,0,0,0,0,"1",20
230000,1,2,1,1,-1,0,0,0,-1,-430,49028.0215946844,1982,1982,991,5400,11165.625,0,991,0,5400,0,"0",30
230000,2,1,1,0,-1,-1,-1,-1,-1,12907,316,1156,316,316,316,316,1156,316,316,316,316,"0",30
50000,1,3,2,0,0,0,0,0,0,46803,47796,49024,50192,49515,48038,1772,2000,2100,5400,8174,1687,"0",20
150000,1,1,2,0,0,0,0,0,0,146736,149030,145766.25,106114,105951,78487,7027,6000,3220,3600,2670,2618,"0",30
220000,2,1,1,2,3,0,2,2,0,160599.125,151902.875,145766.25,132543.5,122749,120258,0,10000,6300,0,6118,6097,"1",20
10000,1,3,2,1,2,2,2,2,2,7826,8745,8440,9229,8969,8819,1200,0,900,0,2000,0,"0",20
80000,1,3,1,0,0,2,2,0,0,27308,29536,31756,30946,31830,0,3000,3000,0,1700,0,0,"0",50
90000,2,2,2,0,0,0,0,-1,-1,88015,69701,52046,42541,8571,4653,5640,11046.125,10968.125,8571,9970.625,10252.5,"0",20
150000,2,2,1,0,0,0,-2,-2,-2,21274,22704,0,0,0,0,11165.625,0,0,0,0,0,"0",30
20000,2,1,2,0,0,0,0,0,0,17921,18362,19669,16479,16694,17334,1333,1640,1506,721,1000,1000,"0",20
130000,2,3,1,-1,-1,-1,0,0,-2,2551,0,59892,60000,0,0,0,11046.125,1200,0,0,0,"1",40
160000,2,1,1,-1,-1,-1,-1,-1,-1,24411,7944,1080,0,40100,18899,7944,1080,0,10039.875,9970.625,4180,"0",40
430000,1,1,1,-2,-2,-2,-2,-2,-2,11362,11461,5741,8897,1350,10184,11165.625,5745,8935,1350,9970.625,4190,"0",40
240000,1,1,2,1,-1,-1,0,0,-1,95,2622,3301,3164,360,1737,2622,3301,0,360,1737,924,"0",40
450000,1,1,1,0,0,-2,-2,-2,-2,25244,0,0,0,0,0,0,0,0,0,0,10252.5,"0",30
180000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"0",30
20000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"1",30
30000,1,2,3,0,0,0,0,0,0,12939,14128,15354,5023,5275,54,1405,1631,300,375,54,1000,"0",40
180000,2,1,2,-1,-1,-1,-1,-1,-1,9418,-897,2331,3596,3125,2702,0,5028,6411,3155,2702,10252.5,"0",20
240000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,8636,9303,8159,5449,5900,5323,"0",20
50000,2,2,1,2,2,2,2,2,2,43664,44654,45650,46320,45290,48322,2000,2000,1700,0,3760,1700,"0",30
20000,1,3,2,8,7,6,5,4,3,43340,42619,35381,31539,27409,23567,0,0,0,0,0,300,"0",20
130000,2,2,2,1,2,0,0,0,0,99290,96811,99330,94501,91503,91064,0,5000,3358,3500,6000,3500,"1",20
120000,1,1,2,0,0,0,0,0,0,19544,24230,28022,29249,29926,35357,5000,4200,2000,1300,6000,6000,"0",20
90000,1,1,2,-1,-1,2,-1,-1,2,1650,721,421,2754,309,159,721,0,2833,1000,0,2000,"0",30
50000,2,2,2,0,-1,-1,0,0,-2,14814,9631,36631,29150,0,0,10755,11046.125,583,0,0,0,"0",20
10000,1,3,1,0,0,0,-2,-2,-2,8802,10400,0,0,0,0,2000,0,0,0,0,0,"0",40
5e+05,2,1,1,-2,-2,-1,2,2,-2,0,0,3500,3500,0,0,0,3500,0,0,0,0,"1",30
280000,1,1,2,-2,-2,0,-2,-2,-2,198,1979,500,55176,5950,289,1979,500,10968.125,5950,289,6757,"0",30
220000,1,1,2,0,0,-1,-1,-1,0,14588,6689,4664,9530,118206,112206,5021,4674,9530,10039.875,0,0,"0",30
80000,2,3,2,2,2,0,0,0,0,81428,78041,75945,61740,29089,28267,4,3716,2000,1000,1000,2000,"1",40
140000,2,1,2,0,0,0,0,0,0,128656,126785,129752,132543.5,122749,120258,6000,6500,6500,5000,5000,5568,"0",20
30000,2,2,2,3,2,2,2,2,2,9095,10297,9988,11708,11223,12079,1500,0,1892,0,1042,700,"1",20
20000,1,2,1,-1,-1,-1,-1,-1,-1,836,836,390,390,390,390,836,390,390,390,390,10252.5,"1",40
150000,2,2,1,-2,-2,-2,-2,-2,-2,5446,6671,4839,807,28023,7613,6682,6095,807,10039.875,7613,4331,"0",40
150000,1,3,1,-1,-1,-1,-1,-1,-1,8027,7121,10292,3141,7522,3929,7129,11000,3141,7531,3929,0,"0",30
30000,2,3,1,0,0,-1,2,-1,0,8090,0,3398,2855,2115,521,0,6253,0,2115,0,2000,"1",30
2e+05,2,2,2,0,0,0,0,0,-2,19326,20330,21362,22000,2000,950,1330,1362,1000,2000,950,0,"0",20
180000,1,3,1,2,2,2,2,2,2,36086,37196,36322,38808,39474,40297,2000,0,3405,1600,1600,1700,"1",50
140000,2,2,1,-1,-1,-2,-2,-2,-1,2457,0,0,0,0,579,0,0,0,0,579,1968,"0",40
80000,2,2,1,-1,-1,-1,-1,-1,-1,15621,3760,1368,0,1421,0,3768,1368,0,1421,0,0,"0",20
140000,1,1,3,0,0,0,0,0,0,130138,132726,135494,132543.5,122749,67349,4756,4912,3781,2500,3000,2700,"1",40
260000,2,1,2,-2,-2,-2,-2,-2,-2,0,132,1109,1181,-18,3791,132,1119,1186,18,3809,1917,"0",30
230000,2,1,1,-2,-2,-2,-2,-2,-2,4957,9463,7697,5308,2048,6283,9467,7697,5308,2048,6283,10252.5,"0",40
10000,1,2,2,0,0,0,0,0,0,9649,10084,9421,9997,9799,10163,1500,1200,1137,329,500,251,"1",40
90000,1,2,2,0,0,0,0,0,0,37985,36664,22265,30504,26909,25685,2010,2000,10004,1010,2000,2000,"0",20
230000,2,2,2,-2,-1,0,0,0,0,0,63508,59835,60963,59337,71089,11165.625,2300,2200,2200,9970.625,2400,"0",30
110000,2,1,2,0,0,0,0,0,0,69970,66423,61951,59428,53678,52254,4009,5083,5002,4000,3000,5050,"0",20
150000,2,1,1,0,0,-2,-2,-2,-2,6154,0,0,0,0,38835.1843188217,0,0,0,4743.77725631769,0,10252.5,"1",30
160000,2,3,1,0,0,0,0,0,0,93287,91031,89764,87919,86279,84794,3230,3500,3000,2956,3100,3400,"0",40
460000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,"1",30
30000,1,2,2,0,0,0,0,0,0,29302,30052,29349,29476,30014,29785,1530,1416,1142,1102,1106,3450,"0",30
230000,1,1,2,1,-2,-2,-2,-1,-1,0,0,0,0,1715,0,0,0,0,1715,0,0,"0",50
1e+05,2,2,2,0,0,0,0,0,0,100778,98987,101368,100466,97117,99252,4000,4000,4000,3500,3700,4000,"0",20
60000,2,3,1,0,0,0,0,0,0,60335,52211,48293,49311,50290,51346,6751,6803,1821,1800,1866,1896,"0",40
20000,1,2,2,1,4,3,2,2,2,17361,16803,16253,15695,16832,16420,0,0,0,1400,0,603,"0",40
20000,2,2,1,0,0,0,0,-1,-1,9779,9368,4494,5405,1000,3383,1063,1089,1000,3899,3383,0,"0",40
250000,1,1,2,-1,0,0,0,0,0,160599.125,78416,64479,33404,11259,11007,10045,3194,1104,10015,5005,2033,"0",30
60000,1,2,2,0,0,2,0,0,0,58538,61359,58147,59399,37746,37794,6000,0,2500,1316,1401,3000,"0",30
5e+05,1,1,2,0,-2,-2,-1,-1,0,3317,22426,12762,11692,122749,120258,11165.625,11046.125,10968.125,10039.875,841,10252.5,"0",30
360000,1,1,2,-1,-1,-1,-1,-1,0,8195,99996,795,1000,6398,9418,11165.625,799,1005,6398,3020,3040,"0",30
260000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,8526,10039.875,9970.625,10252.5,"0",40
240000,2,2,2,0,0,-1,-1,-1,-1,14348,7500,7816,7500,7500,14497,1000,7816,7500,7500,9970.625,500,"0",20
310000,2,1,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,4743.77725631769,5807,5800,"0",20
280000,1,1,2,1,2,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,0,11046.125,10968.125,10000,9000,10252.5,"0",30
440000,2,2,2,1,-2,-2,-1,-1,-1,0,0,0,17297,0,13497,0,0,10968.125,0,9970.625,0,"0",40
240000,2,2,1,2,0,0,0,0,0,71876,72382,72155,72543,73011,73484,3100,2400,2367,2435,2500,3000,"1",30
50000,2,2,2,-1,-1,-1,-1,-1,-1,390,2078,390,390,0,780,2078,390,390,0,780,0,"0",20
250000,2,1,1,2,2,2,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,0,6408,6478,9970.625,0,"0",40
120000,1,1,1,-1,-1,-1,-1,-1,-1,1216,416,416,416,416,416,416,416,416,416,416,566,"0",30
90000,2,1,2,-1,-1,2,-1,0,-1,3407,10839,4788,7370,1051,14014,10850,5,5042,0,9970.625,5812,"0",20
80000,1,1,2,0,-1,-1,-1,-1,-1,6887,171,1125,1613,0,4811,171,1125,1613,0,4811,0,"0",30
80000,2,2,2,0,0,0,0,0,0,79194,80575,76782,48643,49263,49869,3077,2291,1723,1775,1802,1763,"0",30
30000,1,2,2,0,0,4,3,2,0,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,"0",30
5e+05,2,1,2,0,0,0,0,0,0,3994,11230,10925,11795,14384,15806,11160,1244,5138.90530494406,2703,3435,402,"0",30
60000,2,2,2,2,2,2,2,2,2,60455,61417,60906,45734,40629,41137,3200,2400,12,3200,1619,0,"1",30
360000,2,1,2,-2,-2,-2,-2,-2,-2,304,8288,21865,44440,3904,0,8288,11046.125,10968.125,3904,0,0,"0",30
1e+05,2,1,2,1,-2,-1,-1,0,0,0,-740,740,1480,1480,740,0,2220,1480,740,0,2931,"0",30
210000,1,3,2,-1,-1,2,-1,-1,-1,8817,23634,21776,9631,1561,1990,11165.625,0,9631,1561,1990,7967,"1",20
310000,2,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,10979,10950,9281,9304,9885,"0",20
50000,1,2,1,-1,2,0,0,0,0,15609,14686,15831,16884,18070,19218,0,2100,2000,2000,2000,2000,"1",30
5e+05,1,1,2,-2,-2,-2,-2,-2,-2,12106,12559,18993,50199,22879,16070,11165.625,11046.125,10968.125,10039.875,9970.625,3306,"0",30
165962.731341129,2,2,2,-2,-2,-2,-2,-2,-2,-19,-19,-19,-19,7962,0,5468.02654356607,0,0,7981,0,10252.5,"0",20
5e+05,2,1,2,0,0,0,0,0,0,68199,31211,23991,15488,12579,11400,1548,1446,10968.125,427,1000,300,"0",30
230000,1,3,1,0,0,0,0,-1,-1,53672,75305,56484,38363,4867,2736,11165.625,5000,5000,4867,2736,0,"0",30
50000,2,3,1,0,0,0,0,0,0,49212,42376,20009,20877,19642,18769,1611,1700,1547,785,1000,888,"0",40
10000,1,2,2,0,0,0,0,0,0,9042,10038,9784,9984,9780,0,1305,1000,200,196,0,0,"1",20
50000,2,2,2,2,2,2,0,0,0,3914,7419,7156,8492,9515,9287,3591,0,1500,1100,0,300,"1",50
110000,1,2,2,0,0,0,0,0,2,34949,35686,37086,37967,40551,39749,1600,2000,1500,3200,0,1500,"0",20
70000,1,2,2,2,2,2,2,2,2,33521,36303,37424,38512,37596,39877,3350,2000,2000,0,3055,1700,"1",30
230000,2,3,2,0,0,0,0,0,0,14361,15491,16190,11849,11826,6248,1369,1068,306,457,348,500,"0",20
160000,1,1,2,1,-1,2,0,0,-1,-77,1598,1097,772,447,797,2000,0,0,0,1000,0,"1",30
190000,2,1,2,-2,-2,-2,-2,-2,-2,8010,922,3200,15010,4575,7279,922,3208,10968.125,4575,7279,0,"0",30
150000,2,1,1,-2,-2,-2,-1,0,-1,885,-123,-123,240,123,123,123,0,363,0,123,123,"0",40
110000,2,3,1,-1,-1,-1,-1,-1,0,51154.1449567723,6026,1555,2043,1037,4718,6026,1555,2045,1037,4000,6233,"0",30
280000,2,1,2,-1,-1,-1,0,0,-2,7524,0,3968,3868,0,0,0,3968,0,0,0,0,"0",30
30000,1,2,2,0,0,0,0,0,0,26725,28289,29489,30237,30504,29771,2000,2000,1502,1112,1100,2000,"0",20
360000,1,3,1,-1,-1,-1,-2,-2,-2,1090,303,0,0,0,0,303,0,0,0,0,860,"0",30
380000,2,1,2,-1,0,0,0,0,0,25079,119811,22384,115548,122749,72084,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,"0",30
20000,1,3,3,0,0,-1,0,-1,-1,20393,19908,20310,15617,219,1205,1425,11046.125,1020,219,1205,109,"0",40
180000,2,2,1,-1,-1,-1,-1,0,0,390,390,390,17475,17425,17396,390,390,10968.125,611,629,625,"0",40
240000,2,5,1,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,"0",40
360000,1,1,2,0,0,0,-2,-1,-1,160599.125,32890,-10,-10,2150,0,4905,0,0,2160,0,0,"0",20
320000,1,1,1,0,0,0,0,0,0,79819,64851,37762,16425,12177,45648,3524,2941,2013,270,9970.625,10252.5,"0",20
50000,1,2,1,1,2,0,0,0,0,51203,50110,51066,50737,50827,50856,0,2100,1800,1900,2100,1800,"0",30
2e+05,1,2,1,0,0,0,0,0,0,135654,151902.875,145766.25,132543.5,122749,120258,11165.625,6101,5898,6053,6288,8000,"0",30
90000,1,2,1,0,0,0,0,0,0,84844,65217,63943,62327,55800,56800,2277,3489,1639,1136,1000,0,"0",20
1e+05,2,2,1,0,0,0,0,0,0,101249,101476,94893,101301,101451,99319,3642,4230,10000,3582,5000,4133,"0",50
30000,2,3,1,1,2,2,2,0,0,39995,38049,35435,31976,29704,27687,1700,1100,0,1030,1000,3330,"0",30
170000,2,1,2,-1,-1,-1,-1,-1,-1,3732,3732,3732,3732,4239,3910,3732,3732,3732,4239,3910,4146,"0",20
60000,1,2,2,1,2,2,2,2,2,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,"1",20
30000,2,2,1,0,0,0,2,2,2,13135,14150,17210,16636,17908,17482,1240,3300,0,1548,0,637,"0",40
250000,1,2,2,0,0,0,0,0,0,34799,25831,24448,20492,18812,17663,2027,2000,1007,1031,2000,10000,"0",20
280000,2,1,2,0,0,0,0,0,0,92095,151902.875,145766.25,132543.5,122749,86279,11165.625,11046.125,10968.125,10000,5279,6160,"0",30
2e+05,1,1,2,-1,-1,-1,-2,-2,-2,1125,2182,0,0,0,0,2182,0,0,0,0,0,"1",30
280000,1,1,1,-1,-1,0,0,2,-1,2326,4917,4906,4707,2254,5375,4917,2453,2254,0,5375,1165,"0",50
350000,2,3,1,-1,2,-1,0,-1,-1,14103,5397,54554,92400,3520,3330,0,11046.125,10968.125,3520,3330,10252.5,"0",40
270000,1,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,10000,7500,8000,7409,7869,10035,"0",20
250000,1,2,1,-1,-1,-1,-1,-1,0,6461,8117,2200,3772,8650,17650,8117,2200,3772,8650,9970.625,4646,"0",30
390000,2,3,1,-2,-2,-2,-2,-2,-2,14315,7097,6548,8976,909,17682,7097,6548,8976,909,9970.625,10252.5,"0",40
460000,1,1,1,1,2,0,0,0,0,160599.125,151902.875,145081,130967,118659,15322,4,7506,5024,2572,2005,10252.5,"0",50
5e+05,2,1,1,0,0,0,0,0,0,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,"0",30
60000,2,2,1,0,0,0,0,0,0,59738,59389,57656,58290,58213,57076,2700,2100,2100,2200,2100,3000,"0",30
3e+05,1,2,1,-2,-2,-2,-2,-2,-2,51154.1449567723,0,0,0,0,0,0,0,0,0,0,0,"0",30
60000,2,2,2,0,0,0,0,0,2,60000,60594,57606,33159,36183,27572,3100,2000,3000,3800,0,2000,"0",20
340000,2,1,2,0,0,0,0,0,0,112119,119230,145766.25,132543.5,122749,120258,11165.625,11046.125,10968.125,10039.875,9970.625,10252.5,"0",30
40000,2,3,2,2,2,2,0,0,0,34415,35170,34305,34985,35719,36428,1600,0,1250,1296,1302,1348,"1",20
150000,1,1,2,0,0,0,0,0,0,132684,128111,120509,74837,74391,66932,5713,11046.125,9005,2528,3119,2548,"0",20
1e+05,1,3,1,0,0,-2,-2,-2,-2,154970,0,0,0,0,0,0,0,0,0,0,0,"0",50
1e+05,1,2,2,0,0,0,0,0,0,70878,72753,58789,53091,55229,57144,3100,2640,2000,3000,3000,3000,"1",20
120000,1,1,2,0,0,0,0,0,0,25602,30156,33632,36574,38985,40339,5000,4000,3500,3000,2000,5036,"0",20
60000,1,2,1,1,2,0,0,0,0,36544,37357,38067,38823,39638,40424,1700,1632,1388,1439,1445,1500,"0",30
430000,1,1,1,-2,-2,-2,-2,-2,-2,4469,52213,46935,0,46987,882,11165.625,11046.125,0,10039.875,882,0,"0",40
210000,2,1,2,-1,-1,-1,0,0,0,11442,3738,7526,10217,11737,8114,3738,7526,5000,5000,162,10252.5,"0",20
165962.731341129,2,3,2,0,0,0,0,0,0,9935,11029,12795,9983,10884,7666,1234,2000,297,1000,307,361,"0",20
3e+05,2,2,2,0,0,0,-2,-2,-1,133115,41300,0,0,0,2538,2300,0,0,0,2538,10252.5,"1",30
70000,2,3,1,-1,-1,-1,0,0,0,1000,1098,28229,28046,24446,22151,1098,11046.125,1350,800,750,780,"0",50
140000,2,2,2,0,0,0,0,0,2,59097,59655,60992,62253,69594,68262,2137,2300,2278,9300,0,3000,"0",30
3e+05,1,2,2,0,0,0,0,0,0,160599.125,151902.875,145766.25,132543.5,122749,120258,11165.625,11046.125,8500,8000,8000,10252.5,"0",30
